0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
119075741,4507106,184493
182890228,6552025,2218609
170051018,9657017,4304809
175281853,8386900,3450946
184725117,6106797,1919205
173377832,8852836,3765737
171304744,9351450,4100069
 177853394,7765277,3035797
169148970,9874597,4452025
180882346,7031925,2541530
181997524,6763653,2362370
 169176906,9868325,4448098
177679685,7809962,3063757
184062458,6267346,2025274
171417925,9324873,4081717
173212481,8889620,3789353
184681796,6113225,1924085
175465954,8345809,3423069
169986770,9672890,4317469
182739681,6583765,2241185
179960225,7256873,2692161
169014400,9904093,4473394
178859117,7525466,2874068
183439997,6410981,2122929
170639101,9509380,4208450
174326021,8624848,3184748672,6094370,1911688
174359762,8618144,3609026
170629105,9517437,4214185
183449621,6413098,2125138
178876585,7522409,2869738
168996802,9915428,4478225
179970320,7253712,2690741
175481965,8341609,3421994
184689416,6114985,1923188
173205845,8891405,3790805
171447940,9320977,4078145
184065842,6267752,2027513
177671437,7811492,3065890
181839274,6800161,2383866
169486785,9794453,4396321
176659937,8054897,3228296
184404314,6185309,1971770
172229108,9129553,3950514
172347545,9102050,3929152
184442128,6168482,1962893
176510426,8091737,3255746
182005777,6764389,2361805
105040637,27413604,13832153
9296501,145174754,14798914
11138536,137406205,12246221
12691474,130870085,10105025
12859965,130146536,9865682
8804081,147247204,15473749
10428829,140410568,13235104
12245920,132767969,10724641
12988517,129634605,9693685
12174425,133085093,10822564
10335034,140794229,13357856
  11647156,135266977,11546410
12892706,130035089,9826697
12642425,131081509,10174853
11046100,137790049,12368809
9214525,145502717,14905753
8395705,148968625,16040340
9140500,145831898,15008426
10963130,138174242,12497825
11729106,134926084,11431450
9831161,142920761,14062570
8523794,148427325,15867668
8696333,147709937,15626997
10244785,141196445,13486025
12091400,133401397,10935905
10530253,139990109,13099370
8858897,147025652,15401572
8440177,148789337,15976064
9570600,144001981,14416093
11462944,136067984,11803954
12836917,130274618,9904689
127318403961,148933306,16025274
9011570,146383693,15189605
10758420,139021634,12776353
12473128,131787506,10405490
12956710719881,139170089,12830516
8980324,146525000,15232612
8416561,148879610,16012762
9402013,144722561,14648762
11283592,136791584,12047389
12750629,130638754,10022029
12820145,130350650,9931725
11426152,136204841,11852685
11122981,39839321,133610760
357233,3754820,259063445
532288,4427636,252996565
468520,4181117,255209789
267137,3413250,262168424
247946,3341533,262800730
441173,4077160,256154677
 311873,3584565,260625506
509072,4337450,253805850
503933,4317053,253993977
304954,3554893,260853364
227842,3263665,263508480
394930,3901850,257728337
242685,3318580,263017625
272520,3433513,261945881
475349,4208282,254988253
528914,4414618,253101578
349460,3726757,259341625
221429,3237293,263732849
348325,3724333,259336480
528020,4408677,253147553
473965,4203509,255010145
272212,3431497,261973093
243338,3319073,262999490
433593,4049825,256417874
541514,4461785,252671809
396065,3906673,257714029
228125,3263636,263504530
304232,3554738,260865818
 310697,3580468,260637445
225065,3253025,263624165
387025,3869345,258034852
540241,4458184,252744266
442258,4080128,256125401
248464,3339450,262802137
266642,3411106,262183181
4422629,253045864
356162,3755201,259076177
220916,3232904,263774705
340589,3691805,259661300
525170,4397042,253250786
482105,4234729,254732033
423826,4015909,256723921
541357,4462160,252679253
403156,3933297,257436325
229840,3269690,263443940
296548,3525145,261134426
497362,4296634,254197736
321021,3615368,260313461
223577,3247210,263638589
377621,3837937,258325561
537613,4447409,252808705
447973,4104497,255897649
252036,3354257,262669626
260437,3385352,262402537
460634,4152370,255493465
366658,3792386,258740137
222165,3238802,263709914
331381,3657364,259930177
520225,4379236,253412017
487097,4254809,254518641
285077,3484069,261506570
415969,3984817,256989204
543217,4464065,252633232
413192,3973682,257116850
234649,3286610,263300417
288881,3497570,261386770
490205,4268105,254438257
517322,4371589,253482853
327245,3642677,260087125
221409,536724,4441329,252863773
1349225,29012589,93175362
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0

